title,price_gbp,rating,in_stock,competitor,source_url,scraped_at
Set Me Free,£11.83,3.2,True,CompetitorC,https://books.toscrape.com/catalogue/set-me-free_1/index.html,2026-08-24T15:28:12.267008+00:00
Our Band Could Be Your Life,£36.12,4.1,True,CompetitorB,https://books.toscrape.com/catalogue/our-band-could-be-your-life_1/index.html,2026-08-24T15:20:19.267008+00:00
Our Band Could Be Your Life,£34.93,4.1,True,CompetitorA,https://books.toscrape.com/catalogue/our-band-could-be-your-life_1/index.html,2026-08-24T14:48:53.267008+00:00
Start with Why,£50.12,1.4,True,CompetitorB,https://books.toscrape.com/catalogue/start-with-why_1/index.html,2026-08-24T16:14:04.267008+00:00
Make Time,£23.2,4.4,True,CompetitorC,https://books.toscrape.com/catalogue/make-time_1/index.html,2026-08-24T14:31:45.267008+00:00
Atomic Habits,£44.91,2.1,True,CompetitorC,https://books.toscrape.com/catalogue/atomic-habits_1/index.html,2026-08-24T15:44:08.267008+00:00
The Alchemist,£21.25,4.2,False,CompetitorC,https://books.toscrape.com/catalogue/the-alchemist_1/index.html,2026-08-24T14:27:44.267008+00:00
Shakespeare's Sonnets,,3.6,True,CompetitorC,https://books.toscrape.com/catalogue/shakespeare's-sonnets_1/index.html,2026-08-24T15:10:55.267008+00:00
Meditations,£26.13,2.7,True,CompetitorB,https://books.toscrape.com/catalogue/meditations_1/index.html,2026-08-24T14:32:57.267008+00:00
Man's Search for Meaning,£13.48,1.3,True,CompetitorB,https://books.toscrape.com/catalogue/man's-search-for-meaning_1/index.html,2026-08-24T14:50:42.267008+00:00
Starving Hearts,£22.39,5.0,True,CompetitorA,https://books.toscrape.com/catalogue/starving-hearts_1/index.html,2026-08-24T15:10:11.267008+00:00
A Light in the Attic,£43.0,2.5,True,CompetitorB,https://books.toscrape.com/catalogue/a-light-in-the-attic_1/index.html,2026-08-24T14:30:28.267008+00:00
Meditations,£23.44,2.7,True,CompetitorA,https://books.toscrape.com/catalogue/meditations_1/index.html,2026-08-24T14:36:04.267008+00:00
Thinking Fast and Slow,Â£60.71,4.6,True,CompetitorA,https://books.toscrape.com/catalogue/thinking-fast-and-slow_1/index.html,2026-08-24T15:32:35.267008+00:00
Stillness is the Key,£15.76,5.0,True,CompetitorB,https://books.toscrape.com/catalogue/stillness-is-the-key_1/index.html,2026-08-24T14:58:18.267008+00:00
The Black Maria,£12.86,2.5,True,CompetitorA,https://books.toscrape.com/catalogue/the-black-maria_1/index.html,2026-08-24T14:44:38.267008+00:00
The Requiem Red,£41.57,3.4,True,CompetitorC,https://books.toscrape.com/catalogue/the-requiem-red_1/index.html,2026-08-24T14:53:47.267008+00:00
A Light in the Attic,£42.06,2.5,True,CompetitorC,https://books.toscrape.com/catalogue/a-light-in-the-attic_1/index.html,2026-08-24T15:24:47.267008+00:00
Libertarianism,£53.16,2.3,True,CompetitorA,https://books.toscrape.com/catalogue/libertarianism_1/index.html,2026-08-24T16:13:21.267008+00:00
Tipping the Velvet,£12.03,1.8,True,CompetitorA,https://books.toscrape.com/catalogue/tipping-the-velvet_1/index.html,2026-08-24T14:16:09.267008+00:00
The Boys in the Boat,£31.58,1.7,True,CompetitorC,https://books.toscrape.com/catalogue/the-boys-in-the-boat_1/index.html,2026-08-24T14:53:26.267008+00:00
Mesaerion,£36.69,1.1,True,CompetitorB,https://books.toscrape.com/catalogue/mesaerion_1/index.html,2026-08-24T15:58:16.267008+00:00
Deep Work,£33.0,3.3,False,CompetitorB,https://books.toscrape.com/catalogue/deep-work_1/index.html,2026-08-24T16:00:14.267008+00:00
The Dirty Little Secrets,£43.2,1.7,True,CompetitorB,https://books.toscrape.com/catalogue/the-dirty-little-secrets_1/index.html,2026-08-24T15:15:17.267008+00:00
Set Me Free,£10.34,3.2,True,CompetitorA,https://books.toscrape.com/catalogue/set-me-free_1/index.html,2026-08-24T15:36:03.267008+00:00
Scott Pilgrim's Precious,£18.06,3.7,True,CompetitorC,https://books.toscrape.com/catalogue/scott-pilgrim's-precious_1/index.html,2026-08-24T15:17:40.267008+00:00
Meditations,£21.74,2.7,True,CompetitorC,https://books.toscrape.com/catalogue/meditations_1/index.html,2026-08-24T15:25:58.267008+00:00
Rip it Up and Start Again,£43.17,4.4,True,CompetitorB,https://books.toscrape.com/catalogue/rip-it-up-and-start-again_1/index.html,2026-08-24T15:38:32.267008+00:00
Olio,£21.62,1.9,False,CompetitorA,https://books.toscrape.com/catalogue/olio_1/index.html,2026-08-24T15:14:34.267008+00:00
Sapiens,£44.55,3.6,True,CompetitorA,https://books.toscrape.com/catalogue/sapiens_1/index.html,2026-08-24T16:02:01.267008+00:00
Scott Pilgrim's Precious,£19.96,3.7,True,CompetitorB,https://books.toscrape.com/catalogue/scott-pilgrim's-precious_1/index.html,2026-08-24T15:30:31.267008+00:00
Libertarianism,£39.65,2.3,True,CompetitorC,https://books.toscrape.com/catalogue/libertarianism_1/index.html,2026-08-24T15:31:16.267008+00:00
Thinking Fast and Slow,£55.01,4.6,True,CompetitorB,https://books.toscrape.com/catalogue/thinking-fast-and-slow_1/index.html,2026-08-24T15:08:57.267008+00:00
How Music Works,£47.2,4.8,False,CompetitorC,https://books.toscrape.com/catalogue/how-music-works_1/index.html,2026-08-24T14:24:38.267008+00:00
Soumission,£19.73,2.1,True,CompetitorC,https://books.toscrape.com/catalogue/soumission_1/index.html,2026-08-24T15:52:17.267008+00:00
The Black Maria,£11.53,2.5,True,CompetitorC,https://books.toscrape.com/catalogue/the-black-maria_1/index.html,2026-08-24T15:11:12.267008+00:00
The Innovators,£39.68,1.4,True,CompetitorB,https://books.toscrape.com/catalogue/the-innovators_1/index.html,2026-08-24T15:13:16.267008+00:00
Starving Hearts,£22.51,5.0,True,CompetitorB,https://books.toscrape.com/catalogue/starving-hearts_1/index.html,2026-08-24T14:32:43.267008+00:00
The Power of Now,£22.12,2.5,True,CompetitorB,https://books.toscrape.com/catalogue/the-power-of-now_1/index.html,2026-08-24T14:31:21.267008+00:00
The Innovators,£38.76,1.4,True,CompetitorA,https://books.toscrape.com/catalogue/the-innovators_1/index.html,2026-08-24T14:28:19.267008+00:00
The Requiem Red,£45.58,3.4,True,CompetitorA,https://books.toscrape.com/catalogue/the-requiem-red_1/index.html,2026-08-24T14:30:59.267008+00:00
Soumission,£21.37,2.1,True,CompetitorB,https://books.toscrape.com/catalogue/soumission_1/index.html,2026-08-24T15:45:49.267008+00:00
Make Time,£24.85,4.4,True,CompetitorB,https://books.toscrape.com/catalogue/make-time_1/index.html,2026-08-24T15:32:59.267008+00:00
Wall and Piece,£38.23,2.0,False,CompetitorA,https://books.toscrape.com/catalogue/wall-and-piece_1/index.html,2026-08-24T15:33:29.267008+00:00
Make Time,£23.88,4.4,True,CompetitorA,https://books.toscrape.com/catalogue/make-time_1/index.html,2026-08-24T15:47:10.267008+00:00
Chase Me,£17.09,2.3,True,CompetitorB,https://books.toscrape.com/catalogue/chase-me_1/index.html,2026-08-24T15:18:02.267008+00:00
The Four Agreements,£42.79,3.2,True,CompetitorA,https://books.toscrape.com/catalogue/the-four-agreements_1/index.html,2026-08-24T15:35:24.267008+00:00
Shoe Dog,£35.57,1.2,True,CompetitorB,https://books.toscrape.com/catalogue/shoe-dog_1/index.html,2026-08-24T15:00:20.267008+00:00
Black Dust,£60.8,3.6,True,CompetitorA,https://books.toscrape.com/catalogue/black-dust_1/index.html,2026-08-24T15:13:28.267008+00:00
Creativity Inc,£12.55,3.5,True,CompetitorA,https://books.toscrape.com/catalogue/creativity-inc_1/index.html,2026-08-24T14:33:34.267008+00:00
The Boys in the Boat,£25.03,1.7,True,CompetitorB,https://books.toscrape.com/catalogue/the-boys-in-the-boat_1/index.html,2026-08-24T15:49:29.267008+00:00
The Hard Thing,£41.64,3.0,True,CompetitorC,https://books.toscrape.com/catalogue/the-hard-thing_1/index.html,2026-08-24T15:47:30.267008+00:00
The Power of Now,£19.95,2.5,True,CompetitorC,https://books.toscrape.com/catalogue/the-power-of-now_1/index.html,2026-08-24T15:41:06.267008+00:00
Essentialism,£23.02,3.1,True,CompetitorB,https://books.toscrape.com/catalogue/essentialism_1/index.html,2026-08-24T14:42:47.267008+00:00
Thinking Fast and Slow,£50.69,4.6,True,CompetitorC,https://books.toscrape.com/catalogue/thinking-fast-and-slow_1/index.html,2026-08-24T14:32:41.267008+00:00
The Alchemist,£21.09,4.2,True,CompetitorA,https://books.toscrape.com/catalogue/the-alchemist_1/index.html,2026-08-24T15:14:06.267008+00:00
Man's Search for Meaning,£13.78,1.3,False,CompetitorA,https://books.toscrape.com/catalogue/man's-search-for-meaning_1/index.html,2026-08-24T14:33:07.267008+00:00
Shakespeare's Sonnets,£34.9,3.6,True,CompetitorB,https://books.toscrape.com/catalogue/shakespeare's-sonnets_1/index.html,2026-08-24T15:10:39.267008+00:00
Good to Great,,5.0,True,CompetitorC,https://books.toscrape.com/catalogue/good-to-great_1/index.html,2026-08-24T15:47:46.267008+00:00
The Coming Woman,£14.35,3.9,True,CompetitorB,https://books.toscrape.com/catalogue/the-coming-woman_1/index.html,2026-08-24T14:50:29.267008+00:00
It's Only the Himalayas,£9.08,2.1,False,CompetitorA,https://books.toscrape.com/catalogue/it's-only-the-himalayas_1/index.html,2026-08-24T14:40:46.267008+00:00
Starving Hearts,£19.77,5.0,True,CompetitorC,https://books.toscrape.com/catalogue/starving-hearts_1/index.html,2026-08-24T15:22:43.267008+00:00
Creativity Inc,£12.68,3.5,True,CompetitorC,https://books.toscrape.com/catalogue/creativity-inc_1/index.html,2026-08-24T14:55:04.267008+00:00
The Lean Startup,£29.9,2.6,True,CompetitorB,https://books.toscrape.com/catalogue/the-lean-startup_1/index.html,2026-08-24T15:30:16.267008+00:00
Essentialism,£22.09,3.1,True,CompetitorC,https://books.toscrape.com/catalogue/essentialism_1/index.html,2026-08-24T15:38:50.267008+00:00
Birdsong,£28.55,2.6,True,CompetitorB,https://books.toscrape.com/catalogue/birdsong_1/index.html,2026-08-24T15:24:38.267008+00:00
The Coming Woman,£13.23,3.9,True,CompetitorC,https://books.toscrape.com/catalogue/the-coming-woman_1/index.html,2026-08-24T15:04:09.267008+00:00
Start with Why,£43.43,1.4,True,CompetitorA,https://books.toscrape.com/catalogue/start-with-why_1/index.html,2026-08-24T14:52:54.267008+00:00
The Alchemist,£18.58,4.2,False,CompetitorB,https://books.toscrape.com/catalogue/the-alchemist_1/index.html,2026-08-24T14:19:57.267008+00:00
Foolproof Preserving,£28.24,4.5,True,CompetitorB,https://books.toscrape.com/catalogue/foolproof-preserving_1/index.html,2026-08-24T15:50:43.267008+00:00
A Light in the Attic,£33.09,2.5,True,CompetitorA,https://books.toscrape.com/catalogue/a-light-in-the-attic_1/index.html,2026-08-24T14:52:08.267008+00:00
Libertarianism,£42.73,2.3,False,CompetitorB,https://books.toscrape.com/catalogue/libertarianism_1/index.html,2026-08-24T14:22:01.267008+00:00
Wall and Piece,£34.84,2.0,True,CompetitorC,https://books.toscrape.com/catalogue/wall-and-piece_1/index.html,2026-08-24T15:17:42.267008+00:00
The Hard Thing,£41.69,3.0,True,CompetitorB,https://books.toscrape.com/catalogue/the-hard-thing_1/index.html,2026-08-24T15:09:30.267008+00:00
Man's Search for Meaning,,1.3,True,CompetitorC,https://books.toscrape.com/catalogue/man's-search-for-meaning_1/index.html,2026-08-24T15:18:47.267008+00:00
In Her Wake,£51.62,1.8,True,CompetitorB,https://books.toscrape.com/catalogue/in-her-wake_1/index.html,2026-08-24T15:10:16.267008+00:00
Mesaerion,£34.92,1.1,False,CompetitorA,https://books.toscrape.com/catalogue/mesaerion_1/index.html,2026-08-24T15:44:56.267008+00:00
The Lean Startup,£31.05,2.6,True,CompetitorA,https://books.toscrape.com/catalogue/the-lean-startup_1/index.html,2026-08-24T15:03:22.267008+00:00
Stillness is the Key,£14.3,5.0,False,CompetitorC,https://books.toscrape.com/catalogue/stillness-is-the-key_1/index.html,2026-08-24T14:55:02.267008+00:00
Digital Minimalism,£42.83,4.9,True,CompetitorA,https://books.toscrape.com/catalogue/digital-minimalism_1/index.html,2026-08-24T14:19:06.267008+00:00
Digital Minimalism,£33.7,4.9,False,CompetitorB,https://books.toscrape.com/catalogue/digital-minimalism_1/index.html,2026-08-24T16:01:11.267008+00:00
The Hard Thing,£32.24,3.0,True,CompetitorA,https://books.toscrape.com/catalogue/the-hard-thing_1/index.html,2026-08-24T16:15:36.267008+00:00
Olio,£19.83,1.9,True,CompetitorC,https://books.toscrape.com/catalogue/olio_1/index.html,2026-08-24T14:54:21.267008+00:00
Set Me Free,£11.85,3.2,True,CompetitorB,https://books.toscrape.com/catalogue/set-me-free_1/index.html,2026-08-24T15:07:28.267008+00:00
In Her Wake,£51.43,1.8,True,CompetitorC,https://books.toscrape.com/catalogue/in-her-wake_1/index.html,2026-08-24T14:40:53.267008+00:00
Chase Me,£18.59,2.3,True,CompetitorC,https://books.toscrape.com/catalogue/chase-me_1/index.html,2026-08-24T15:31:54.267008+00:00
The Dirty Little Secrets,£55.89,1.7,True,CompetitorC,https://books.toscrape.com/catalogue/the-dirty-little-secrets_1/index.html,2026-08-24T15:07:27.267008+00:00
It's Only the Himalayas,£9.5,2.1,False,CompetitorB,https://books.toscrape.com/catalogue/it's-only-the-himalayas_1/index.html,2026-08-24T15:12:18.267008+00:00
The Four Agreements,£40.36,3.2,True,CompetitorC,https://books.toscrape.com/catalogue/the-four-agreements_1/index.html,2026-08-24T15:36:14.267008+00:00
Black Dust,£47.23,3.6,True,CompetitorB,https://books.toscrape.com/catalogue/black-dust_1/index.html,2026-08-24T14:59:02.267008+00:00
Aladdin,£13.09,2.8,True,CompetitorC,https://books.toscrape.com/catalogue/aladdin_1/index.html,2026-08-24T14:39:26.267008+00:00
Shoe Dog,£33.62,1.2,True,CompetitorA,https://books.toscrape.com/catalogue/shoe-dog_1/index.html,2026-08-24T16:12:10.267008+00:00
Scott Pilgrim's Precious,£17.36,3.7,True,CompetitorA,https://books.toscrape.com/catalogue/scott-pilgrim's-precious_1/index.html,2026-08-24T14:20:00.267008+00:00
Atomic Habits,£43.68,2.1,True,CompetitorA,https://books.toscrape.com/catalogue/atomic-habits_1/index.html,2026-08-24T14:58:36.267008+00:00
Tipping the Velvet,£10.74,1.8,True,CompetitorB,https://books.toscrape.com/catalogue/tipping-the-velvet_1/index.html,2026-08-24T15:18:33.267008+00:00
